year,breau,type,h_count,a_count,s_count
101,全區,違反森林法,3,2,7
102,全區,違反森林法,8,4,3
103,全區,違反森林法,8,0,0
103,桃園分局,違反森林法,0,0,0
103,大園分局,違反森林法,4,0,0
103,大溪分局,違反森林法,1,0,0
103,中壢分局,違反森林法,1,0,0
103,楊梅分局,違反森林法,1,0,0
103,平鎮分局,違反森林法,0,0,0
103,龜山分局,違反森林法,0,0,0
103,八德分局,違反森林法,0,0,0
103,龍潭分局,違反森林法,0,0,0
103,蘆竹分局,違反森林法,1,0,0
103,其他,違反森林法,0,0,0
88,全區,公共危險,558,546,562
89,全區,公共危險,1132,1115,1143
90,全區,公共危險,2407,2381,2394
91,全區,公共危險,1864,1846,1843
92,全區,公共危險,1633,1619,1611
93,全區,公共危險,1529,1516,1527
94,全區,公共危險,2162,2149,2147
95,全區,公共危險,3157,3134,3124
96,全區,公共危險,6239,6230,6223
97,全區,公共危險,6439,6430,6418
98,全區,公共危險,6320,6268,6261
99,全區,公共危險,5398,5385,5379
100,全區,公共危險,4844,4842,4832
101,全區,公共危險,3929,3928,3923
102,全區,公共危險,4710,4704,4707
103,全區,公共危險,5128,5129,5123
103,桃園分局,公共危險,1183,1164,1162
103,大園分局,公共危險,337,330,330
103,大溪分局,公共危險,567,584,583
103,中壢分局,公共危險,1250,1233,1232
103,楊梅分局,公共危險,42,46,46
103,平鎮分局,公共危險,421,405,405
103,龜山分局,公共危險,342,335,336
103,八德分局,公共危險,237,206,207
103,龍潭分局,公共危險,351,353,351
103,蘆竹分局,公共危險,398,389,387
103,其他,公共危險,0,84,84
88,全區,重利,63,52,67
89,全區,重利,26,22,29
90,全區,重利,33,33,51
91,全區,重利,35,32,31
92,全區,重利,37,28,32
93,全區,重利,47,36,39
94,全區,重利,75,62,58
95,全區,重利,178,125,148
96,全區,重利,185,127,181
97,全區,重利,286,128,170
98,全區,重利,282,126,159
99,全區,重利,187,124,157
100,全區,重利,184,108,133
101,全區,重利,179,95,121
102,全區,重利,117,94,121
103,全區,重利,150,116,169
103,桃園分局,重利,50,39,77
103,大園分局,重利,5,6,9
103,大溪分局,重利,5,4,3
103,中壢分局,重利,33,22,22
103,楊梅分局,重利,5,7,6
103,平鎮分局,重利,11,6,10
103,龜山分局,重利,26,17,28
103,八德分局,重利,7,6,2
103,龍潭分局,重利,4,3,3
103,蘆竹分局,重利,4,3,3
103,其他,重利,0,3,6
88,全區,妨害名譽,2,2,3
89,全區,妨害名譽,6,5,4
90,全區,妨害名譽,11,7,8
91,全區,妨害名譽,9,2,3
92,全區,妨害名譽,11,2,3
93,全區,妨害名譽,24,8,10
94,全區,妨害名譽,45,14,15
95,全區,妨害名譽,51,24,29
96,全區,妨害名譽,57,32,33
97,全區,妨害名譽,34,14,14
98,全區,妨害名譽,48,33,36
99,全區,妨害名譽,47,28,33
100,全區,妨害名譽,45,23,22
101,全區,妨害名譽,58,36,46
102,全區,妨害名譽,60,43,48
103,全區,妨害名譽,66,40,38
103,桃園分局,妨害名譽,11,0,0
103,大園分局,妨害名譽,7,4,4
103,大溪分局,妨害名譽,1,0,0
103,中壢分局,妨害名譽,7,2,2
103,楊梅分局,妨害名譽,4,8,8
103,平鎮分局,妨害名譽,4,0,0
103,龜山分局,妨害名譽,3,1,1
103,八德分局,妨害名譽,14,14,14
103,龍潭分局,妨害名譽,2,0,0
103,蘆竹分局,妨害名譽,13,11,9
103,其他,妨害名譽,0,0,0
88,全區,違反選罷法,1,1,1
89,全區,違反選罷法,0,0,0
90,全區,違反選罷法,16,17,127
91,全區,違反選罷法,79,78,620
92,全區,違反選罷法,0,0,0
93,全區,違反選罷法,8,7,57
94,全區,違反選罷法,34,30,172
95,全區,違反選罷法,8,6,32
96,全區,違反選罷法,2,1,29
97,全區,違反選罷法,5,5,60
98,全區,違反選罷法,16,16,83
99,全區,違反選罷法,14,12,48
100,全區,違反選罷法,2,1,1
101,全區,違反選罷法,8,8,5
102,全區,違反選罷法,0,0,0
103,全區,違反選罷法,12,12,31
103,桃園分局,違反選罷法,0,0,0
103,大園分局,違反選罷法,2,0,0
103,大溪分局,違反選罷法,0,0,0
103,中壢分局,違反選罷法,7,8,19
103,楊梅分局,違反選罷法,1,1,1
103,平鎮分局,違反選罷法,0,0,0
103,龜山分局,違反選罷法,0,0,0
103,八德分局,違反選罷法,1,0,0
103,龍潭分局,違反選罷法,0,0,0
103,蘆竹分局,違反選罷法,1,2,8
103,其他,違反選罷法,0,1,3
88,全區,妨害秘密,0,0,0
89,全區,妨害秘密,0,0,0
90,全區,妨害秘密,1,0,0
91,全區,妨害秘密,2,0,0
92,全區,妨害秘密,1,1,1
93,全區,妨害秘密,0,0,0
94,全區,妨害秘密,6,2,2
95,全區,妨害秘密,10,5,6
96,全區,妨害秘密,4,1,1
97,全區,妨害秘密,1,1,1
98,全區,妨害秘密,28,18,21
99,全區,妨害秘密,17,11,13
100,全區,妨害秘密,19,15,20
101,全區,妨害秘密,15,12,11
102,全區,妨害秘密,10,9,10
103,全區,妨害秘密,13,14,14
103,桃園分局,妨害秘密,1,0,0
103,大園分局,妨害秘密,1,2,2
103,大溪分局,妨害秘密,0,0,0
103,中壢分局,妨害秘密,2,0,0
103,楊梅分局,妨害秘密,1,1,1
103,平鎮分局,妨害秘密,4,4,4
103,龜山分局,妨害秘密,0,0,0
103,八德分局,妨害秘密,1,3,4
103,龍潭分局,妨害秘密,1,0,0
103,蘆竹分局,妨害秘密,2,3,2
103,其他,妨害秘密,0,1,1
88,全區,遺棄,2,2,3
89,全區,遺棄,1,0,0
90,全區,遺棄,3,2,2
91,全區,遺棄,5,4,3
92,全區,遺棄,3,3,3
93,全區,遺棄,2,2,11
94,全區,遺棄,6,3,3
95,全區,遺棄,8,6,7
96,全區,遺棄,20,16,18
97,全區,遺棄,2,1,1
98,全區,遺棄,2,1,2
99,全區,遺棄,4,4,5
100,全區,遺棄,0,0,0
101,全區,遺棄,4,1,2
102,全區,遺棄,6,3,5
103,全區,遺棄,1,1,1
103,桃園分局,遺棄,0,0,0
103,大園分局,遺棄,0,0,0
103,大溪分局,遺棄,0,0,0
103,中壢分局,遺棄,1,1,1
103,楊梅分局,遺棄,0,0,0
103,平鎮分局,遺棄,0,0,0
103,龜山分局,遺棄,0,0,0
103,八德分局,遺棄,0,0,0
103,龍潭分局,遺棄,0,0,0
103,蘆竹分局,遺棄,0,0,0
103,其他,遺棄,0,0,0
88,全區,違反貪污治罪條例,0,0,0
89,全區,違反貪污治罪條例,1,1,1
90,全區,違反貪污治罪條例,1,1,4
91,全區,違反貪污治罪條例,1,1,1
92,全區,違反貪污治罪條例,0,0,0
93,全區,違反貪污治罪條例,4,0,0
94,全區,違反貪污治罪條例,0,0,0
95,全區,違反貪污治罪條例,3,1,0
96,全區,違反貪污治罪條例,1,1,6
97,全區,違反貪污治罪條例,0,0,0
98,全區,違反貪污治罪條例,0,0,0
99,全區,違反貪污治罪條例,2,1,4
100,全區,違反貪污治罪條例,0,0,0
101,全區,違反貪污治罪條例,0,0,0
102,全區,違反貪污治罪條例,2,2,2
103,全區,違反貪污治罪條例,0,0,0
103,桃園分局,違反貪污治罪條例,0,0,0
103,大園分局,違反貪污治罪條例,0,0,0
103,大溪分局,違反貪污治罪條例,0,0,0
103,中壢分局,違反貪污治罪條例,0,0,0
103,楊梅分局,違反貪污治罪條例,0,0,0
103,平鎮分局,違反貪污治罪條例,0,0,0
103,龜山分局,違反貪污治罪條例,0,0,0
103,八德分局,違反貪污治罪條例,0,0,0
103,龍潭分局,違反貪污治罪條例,0,0,0
103,蘆竹分局,違反貪污治罪條例,0,0,0
103,其他,違反貪污治罪條例,0,0,0
88,全區,懲治走私條例,3,2,4
89,全區,懲治走私條例,3,2,2
90,全區,懲治走私條例,8,4,10
91,全區,懲治走私條例,5,4,4
92,全區,懲治走私條例,1,2,3
93,全區,懲治走私條例,1,1,1
94,全區,懲治走私條例,8,1,1
95,全區,懲治走私條例,1,1,3
96,全區,懲治走私條例,1,0,0
97,全區,懲治走私條例,1,1,7
98,全區,懲治走私條例,4,0,0
99,全區,懲治走私條例,1,1,2
100,全區,懲治走私條例,0,0,0
101,全區,懲治走私條例,3,0,0
102,全區,懲治走私條例,0,0,0
103,全區,懲治走私條例,1,0,0
103,桃園分局,懲治走私條例,0,0,0
103,大園分局,懲治走私條例,1,0,0
103,大溪分局,懲治走私條例,0,0,0
103,中壢分局,懲治走私條例,0,0,0
103,楊梅分局,懲治走私條例,0,0,0
103,平鎮分局,懲治走私條例,0,0,0
103,龜山分局,懲治走私條例,0,0,0
103,八德分局,懲治走私條例,0,0,0
103,龍潭分局,懲治走私條例,0,0,0
103,蘆竹分局,懲治走私條例,0,0,0
103,其他,懲治走私條例,0,0,0
88,全區,妨害兵役,1,1,1
89,全區,妨害兵役,0,0,0
90,全區,妨害兵役,0,0,0
91,全區,妨害兵役,0,0,0
92,全區,妨害兵役,0,0,0
93,全區,妨害兵役,10,9,10
94,全區,妨害兵役,17,15,15
95,全區,妨害兵役,24,23,24
96,全區,妨害兵役,3,1,1
97,全區,妨害兵役,1,0,0
98,全區,妨害兵役,2,0,0
99,全區,妨害兵役,0,0,0
100,全區,妨害兵役,0,0,0
101,全區,妨害兵役,0,0,0
102,全區,妨害兵役,0,0,0
103,全區,妨害兵役,0,0,0
103,桃園分局,妨害兵役,0,0,0
103,大園分局,妨害兵役,0,0,0
103,大溪分局,妨害兵役,0,0,0
103,中壢分局,妨害兵役,0,0,0
103,楊梅分局,妨害兵役,0,0,0
103,平鎮分局,妨害兵役,0,0,0
103,龜山分局,妨害兵役,0,0,0
103,八德分局,妨害兵役,0,0,0
103,龍潭分局,妨害兵役,0,0,0
103,蘆竹分局,妨害兵役,0,0,0
103,其他,妨害兵役,0,0,0
88,全區,偽造貨幣,14,11,9
89,全區,偽造貨幣,25,24,27
90,全區,偽造貨幣,66,64,71
91,全區,偽造貨幣,36,36,32
92,全區,偽造貨幣,35,35,36
93,全區,偽造貨幣,15,14,15
94,全區,偽造貨幣,13,11,7
95,全區,偽造貨幣,8,7,8
96,全區,偽造貨幣,2,2,1
97,全區,偽造貨幣,7,5,6
98,全區,偽造貨幣,3,3,4
99,全區,偽造貨幣,2,5,5
100,全區,偽造貨幣,3,3,5
101,全區,偽造貨幣,8,7,7
102,全區,偽造貨幣,7,8,6
103,全區,偽造貨幣,5,5,5
103,桃園分局,偽造貨幣,3,3,2
103,大園分局,偽造貨幣,0,0,0
103,大溪分局,偽造貨幣,0,0,0
103,中壢分局,偽造貨幣,0,0,0
103,楊梅分局,偽造貨幣,0,0,0
103,平鎮分局,偽造貨幣,0,0,0
103,龜山分局,偽造貨幣,0,0,0
103,八德分局,偽造貨幣,1,1,1
103,龍潭分局,偽造貨幣,0,0,0
103,蘆竹分局,偽造貨幣,1,1,2
103,其他,偽造貨幣,0,0,0
88,全區,偽證,0,0,0
89,全區,偽證,1,1,1
90,全區,偽證,0,0,0
91,全區,偽證,0,0,0
92,全區,偽證,0,0,0
93,全區,偽證,0,0,0
94,全區,偽證,0,0,0
95,全區,偽證,0,0,0
96,全區,偽證,0,0,0
97,全區,偽證,0,0,0
98,全區,偽證,0,0,0
99,全區,偽證,0,0,0
100,全區,偽證,1,0,0
101,全區,偽證,0,0,0
102,全區,偽證,0,0,0
103,全區,偽證,0,0,0
103,桃園分局,偽證,0,0,0
103,大園分局,偽證,0,0,0
103,大溪分局,偽證,0,0,0
103,中壢分局,偽證,0,0,0
103,楊梅分局,偽證,0,0,0
103,平鎮分局,偽證,0,0,0
103,龜山分局,偽證,0,0,0
103,八德分局,偽證,0,0,0
103,龍潭分局,偽證,0,0,0
103,蘆竹分局,偽證,0,0,0
103,其他,偽證,0,0,0
88,全區,誣告,32,22,23
89,全區,誣告,39,27,30
90,全區,誣告,45,30,29
91,全區,誣告,29,20,19
92,全區,誣告,30,20,23
93,全區,誣告,30,19,19
94,全區,誣告,29,27,27
95,全區,誣告,37,14,13
96,全區,誣告,43,16,16
97,全區,誣告,22,12,13
98,全區,誣告,15,2,3
99,全區,誣告,28,8,12
100,全區,誣告,14,4,4
101,全區,誣告,17,2,2
102,全區,誣告,11,4,3
103,全區,誣告,8,5,4
103,桃園分局,誣告,2,0,0
103,大園分局,誣告,0,0,0
103,大溪分局,誣告,0,0,0
103,中壢分局,誣告,1,0,0
103,楊梅分局,誣告,0,1,1
103,平鎮分局,誣告,0,0,0
103,龜山分局,誣告,1,0,0
103,八德分局,誣告,2,2,1
103,龍潭分局,誣告,1,1,1
103,蘆竹分局,誣告,1,1,1
103,其他,誣告,0,0,0
88,全區,湮滅證據,0,0,0
89,全區,湮滅證據,0,0,0
90,全區,湮滅證據,1,1,1
91,全區,湮滅證據,0,0,0
92,全區,湮滅證據,1,0,0
93,全區,湮滅證據,0,0,0
94,全區,湮滅證據,0,0,0
95,全區,湮滅證據,0,0,0
96,全區,湮滅證據,0,0,0
97,全區,湮滅證據,0,0,0
98,全區,湮滅證據,1,0,0
99,全區,湮滅證據,0,0,0
100,全區,湮滅證據,1,1,3
101,全區,湮滅證據,0,0,0
102,全區,湮滅證據,0,0,0
103,全區,湮滅證據,0,0,0
103,桃園分局,湮滅證據,0,0,0
103,大園分局,湮滅證據,0,0,0
103,大溪分局,湮滅證據,0,0,0
103,中壢分局,湮滅證據,0,0,0
103,楊梅分局,湮滅證據,0,0,0
103,平鎮分局,湮滅證據,0,0,0
103,龜山分局,湮滅證據,0,0,0
103,八德分局,湮滅證據,0,0,0
103,龍潭分局,湮滅證據,0,0,0
103,蘆竹分局,湮滅證據,0,0,0
103,其他,湮滅證據,0,0,0
88,全區,瀆職,0,0,0
89,全區,瀆職,0,0,0
90,全區,瀆職,0,0,0
91,全區,瀆職,1,1,3
92,全區,瀆職,0,0,0
93,全區,瀆職,0,0,0
94,全區,瀆職,0,0,0
95,全區,瀆職,2,1,0
96,全區,瀆職,0,0,0
97,全區,瀆職,0,0,0
98,全區,瀆職,1,1,1
99,全區,瀆職,2,1,1
100,全區,瀆職,0,0,0
101,全區,瀆職,1,1,7
102,全區,瀆職,0,0,0
103,全區,瀆職,0,0,0
103,桃園分局,瀆職,0,0,0
103,大園分局,瀆職,0,0,0
103,大溪分局,瀆職,0,0,0
103,中壢分局,瀆職,0,0,0
103,楊梅分局,瀆職,0,0,0
103,平鎮分局,瀆職,0,0,0
103,龜山分局,瀆職,0,0,0
103,八德分局,瀆職,0,0,0
103,龍潭分局,瀆職,0,0,0
103,蘆竹分局,瀆職,0,0,0
103,其他,瀆職,0,0,0
88,全區,脫逃,2,0,0
89,全區,脫逃,1,1,1
90,全區,脫逃,1,1,1
91,全區,脫逃,0,0,0
92,全區,脫逃,0,0,0
93,全區,脫逃,0,0,0
94,全區,脫逃,1,1,1
95,全區,脫逃,1,1,3
96,全區,脫逃,2,1,1
97,全區,脫逃,0,0,0
98,全區,脫逃,0,0,0
99,全區,脫逃,1,1,3
100,全區,脫逃,0,0,0
101,全區,脫逃,0,0,0
102,全區,脫逃,0,0,0
103,全區,脫逃,0,0,0
103,桃園分局,脫逃,0,0,0
103,大園分局,脫逃,0,0,0
103,大溪分局,脫逃,0,0,0
103,中壢分局,脫逃,0,0,0
103,楊梅分局,脫逃,0,0,0
103,平鎮分局,脫逃,0,0,0
103,龜山分局,脫逃,0,0,0
103,八德分局,脫逃,0,0,0
103,龍潭分局,脫逃,0,0,0
103,蘆竹分局,脫逃,0,0,0
103,其他,脫逃,0,0,0
88,全區, 藏匿頂替,3,3,2
89,全區, 藏匿頂替,5,3,6
90,全區, 藏匿頂替,1,0,0
91,全區, 藏匿頂替,4,5,5
92,全區, 藏匿頂替,4,3,5
93,全區, 藏匿頂替,2,1,1
94,全區, 藏匿頂替,1,1,1
95,全區, 藏匿頂替,1,1,0
96,全區, 藏匿頂替,2,2,2
97,全區, 藏匿頂替,1,0,0
98,全區, 藏匿頂替,3,1,2
99,全區, 藏匿頂替,0,0,0
100,全區, 藏匿頂替,2,0,0
101,全區, 藏匿頂替,0,1,0
102,全區, 藏匿頂替,1,1,1
103,全區, 藏匿頂替,2,2,1
103,桃園分局, 藏匿頂替,0,0,0
103,大園分局, 藏匿頂替,1,0,0
103,大溪分局, 藏匿頂替,0,0,0
103,中壢分局, 藏匿頂替,0,0,0
103,楊梅分局, 藏匿頂替,0,0,0
103,平鎮分局, 藏匿頂替,0,0,0
103,龜山分局, 藏匿頂替,0,0,0
103,八德分局, 藏匿頂替,1,1,0
103,龍潭分局, 藏匿頂替,0,0,0
103,蘆竹分局, 藏匿頂替,0,1,1
103,其他, 藏匿頂替,0,0,0
88,全區,違反槍砲彈藥刀械管制條例,173,158,165
89,全區,違反槍砲彈藥刀械管制條例,151,136,140
90,全區,違反槍砲彈藥刀械管制條例,134,127,137
91,全區,違反槍砲彈藥刀械管制條例,134,117,121
92,全區,違反槍砲彈藥刀械管制條例,188,160,171
93,全區,違反槍砲彈藥刀械管制條例,396,349,318
94,全區,違反槍砲彈藥刀械管制條例,347,307,250
95,全區,違反槍砲彈藥刀械管制條例,287,225,229
96,全區,違反槍砲彈藥刀械管制條例,172,137,120
97,全區,違反槍砲彈藥刀械管制條例,190,161,132
98,全區,違反槍砲彈藥刀械管制條例,165,140,130
99,全區,違反槍砲彈藥刀械管制條例,164,145,148
100,全區,違反槍砲彈藥刀械管制條例,167,142,134
101,全區,違反槍砲彈藥刀械管制條例,151,130,162
102,全區,違反槍砲彈藥刀械管制條例,125,111,86
103,全區,違反槍砲彈藥刀械管制條例,120,100,80
103,桃園分局,違反槍砲彈藥刀械管制條例,17,5,3
103,大園分局,違反槍砲彈藥刀械管制條例,17,6,8
103,大溪分局,違反槍砲彈藥刀械管制條例,10,10,5
103,中壢分局,違反槍砲彈藥刀械管制條例,25,14,10
103,楊梅分局,違反槍砲彈藥刀械管制條例,9,8,7
103,平鎮分局,違反槍砲彈藥刀械管制條例,10,10,7
103,龜山分局,違反槍砲彈藥刀械管制條例,9,7,7
103,八德分局,違反槍砲彈藥刀械管制條例,14,9,8
103,龍潭分局,違反槍砲彈藥刀械管制條例,4,5,3
103,蘆竹分局,違反槍砲彈藥刀械管制條例,5,2,4
103,其他,違反槍砲彈藥刀械管制條例,0,24,18
88,全區,違反就業服務法,264,145,154
89,全區,違反就業服務法,241,143,156
90,全區,違反就業服務法,147,101,111
91,全區,違反就業服務法,36,25,30
92,全區,違反就業服務法,3,0,0
93,全區,違反就業服務法,6,3,3
94,全區,違反就業服務法,7,6,5
95,全區,違反就業服務法,3,3,5
96,全區,違反就業服務法,9,9,11
97,全區,違反就業服務法,3,4,12
98,全區,違反就業服務法,0,2,2
99,全區,違反就業服務法,2,1,1
100,全區,違反就業服務法,1,0,0
101,全區,違反就業服務法,3,3,3
102,全區,違反就業服務法,2,0,0
103,全區,違反就業服務法,0,0,0
103,桃園分局,違反就業服務法,0,0,0
103,大園分局,違反就業服務法,0,0,0
103,大溪分局,違反就業服務法,0,0,0
103,中壢分局,違反就業服務法,0,0,0
103,楊梅分局,違反就業服務法,0,0,0
103,平鎮分局,違反就業服務法,0,0,0
103,龜山分局,違反就業服務法,0,0,0
103,八德分局,違反就業服務法,0,0,0
103,龍潭分局,違反就業服務法,0,0,0
103,蘆竹分局,違反就業服務法,0,0,0
103,其他,違反就業服務法,0,0,0
88,全區,暴力犯罪,804,638,727
89,全區,暴力犯罪,750,454,551
90,全區,暴力犯罪,1068,771,910
91,全區,暴力犯罪,1285,962,987
92,全區,暴力犯罪,1226,905,855
93,全區,暴力犯罪,1100,743,601
94,全區,暴力犯罪,1485,739,723
95,全區,暴力犯罪,1405,943,841
96,全區,暴力犯罪,841,708,778
97,全區,暴力犯罪,680,637,693
98,全區,暴力犯罪,628,528,659
99,全區,暴力犯罪,484,433,519
100,全區,暴力犯罪,313,292,407
101,全區,暴力犯罪,213,191,261
102,全區,暴力犯罪,171,155,220
103,全區,暴力犯罪,118,109,135
103,桃園分局,暴力犯罪,23,19,23
103,大園分局,暴力犯罪,2,2,2
103,大溪分局,暴力犯罪,4,4,4
103,中壢分局,暴力犯罪,32,28,31
103,楊梅分局,暴力犯罪,6,5,6
103,平鎮分局,暴力犯罪,16,15,27
103,龜山分局,暴力犯罪,15,15,17
103,八德分局,暴力犯罪,8,6,5
103,龍潭分局,暴力犯罪,10,7,9
103,蘆竹分局,暴力犯罪,2,2,2
103,其他,暴力犯罪,0,6,9
88,全區,強制性交,131,108,106
89,全區,強制性交,121,99,95
90,全區,強制性交,160,134,131
91,全區,強制性交,171,132,128
92,全區,強制性交,214,193,195
93,全區,強制性交,169,147,136
94,全區,強制性交,165,141,131
95,全區,強制性交,228,208,197
96,全區,強制性交,276,266,278
97,全區,強制性交,274,279,274
98,全區,強制性交,250,238,238
99,全區,強制性交,226,227,233
100,全區,強制性交,137,125,133
101,全區,強制性交,70,58,70
102,全區,強制性交,45,39,41
103,全區,強制性交,37,37,39
103,桃園分局,強制性交,1,0,0
103,大園分局,強制性交,2,2,2
103,大溪分局,強制性交,2,2,2
103,中壢分局,強制性交,11,10,9
103,楊梅分局,強制性交,1,1,1
103,平鎮分局,強制性交,5,4,5
103,龜山分局,強制性交,10,10,12
103,八德分局,強制性交,2,1,1
103,龍潭分局,強制性交,2,1,1
103,蘆竹分局,強制性交,1,1,1
103,其他,強制性交,0,5,5
88,全區,其他,251,203,324
89,全區,其他,396,365,602
90,全區,其他,445,356,546
91,全區,其他,636,430,589
92,全區,其他,378,206,270
93,全區,其他,1301,388,436
94,全區,其他,707,434,518
95,全區,其他,669,340,460
96,全區,其他,987,520,660
97,全區,其他,577,242,383
98,全區,其他,354,263,425
99,全區,其他,243,224,428
100,全區,其他,277,229,539
101,全區,其他,261,227,443
102,全區,其他,270,169,291
103,全區,其他,274,188,294
103,桃園分局,其他,39,5,10
103,大園分局,其他,14,11,11
103,大溪分局,其他,23,22,36
103,中壢分局,其他,49,17,26
103,楊梅分局,其他,16,6,5
103,平鎮分局,其他,19,18,35
103,龜山分局,其他,51,35,62
103,八德分局,其他,30,28,30
103,龍潭分局,其他,19,14,18
103,蘆竹分局,其他,14,10,13
103,其他,其他,0,22,48
